alpha2_code,alpha3_code,un_code,full_name,short_name
#https://www.un.int/protocol/sites/www.un.int/files/Protocol%20and%20Liaison%20Service/officialnamesofcountries.pdf
#https://www.nationsonline.org/oneworld/country_code_list.htm
